Joueur,1stIn,1stWon,2ndWon,SvGms,ace,bpFaced,bpSaved,df,ht,minutes,rank,rank_points,surface_winrate,surface_winrate_2y_ago,surface_winrate_lastear,svpt,total_games,age,player_url,residence,birthplace,birthdate,turned_pro,weight_kg,backhand,winner,vic_tournoi_A,vic_tournoi_F,vic_tournoi_G,vic_tournoi_M,vic_tournoi_carpet,vic_tournoi_clay,vic_tournoi_grass,vic_tournoi_hard,hand,country
Martin Klizan,49,34,17,13,5,8,5,4,190,116,63,900,0.4339297678477836,0.4411841445100808,0.1421423588559332,83,26,30.1,http://www.atpworldtour.com/en/players/martin-klizan/k966/overview,"Bratislava, Slovakia","Bratislava, Slovakia",1989-07-11,2007.0,80.0,Two-Handed Backhand,Martin Klizan,6.0,,,,,4.0,,2.0,L,SVK
Martin Vassallo Arguello,52,34,12,12,3,8,5,3,183,114,81,710,0.2763799332530474,0.25521821631878555,0.3073687539531942,79,25,29.9,http://www.atpworldtour.com/en/players/martin-vassallo-arguello/v258/overview,"Buenos Aires, Argentina","Temperley, Argentina",1980-02-10,1999.0,80.0,One-Handed Backhand,,,,,,,,,,R,ARG
Marton Fucsovics,51,35,19,13,5,8,5,4,188,124,72,987,0.4669046609344154,0.4634458627878525,0.41590472719863325,86,27,30.9,http://www.atpworldtour.com/en/players/marton-fucsovics/f724/overview,"Budapest, Hungary","Nyiregyhaza, Hungary",1992-02-08,2010.0,82.0,Two-Handed Backhand,Marton Fucsovics,1.0,,,,,1.0,,,R,HUN
Matteo Berrettini,53,41,16,13,10,5,3,2,196,121,30,2421,0.6143726296104927,0.5556851035039099,0.6601825092754676,83,28,26.7,,,,,,,,Matteo Berrettini,7.0,,,,,3.0,4.0,,R,ITA
Matthew Ebden,47,34,14,12,6,7,4,5,188,98,117,595,0.31621510856293467,0.2560255986452552,0.37590843790932515,78,25,33.1,http://www.atpworldtour.com/en/players/matthew-ebden/e690/overview,"Perth, Australia","Durban, South Africa",1987-11-26,2006.0,80.0,Two-Handed Backhand,,,,,,,,,,R,AUS
Max Mirnyi,49,36,15,13,9,6,4,4,196,107,66,729,0.4117979416089057,0.4440335538752363,0.2395571658615137,80,28,31.0,http://www.atpworldtour.com/en/players/max-mirnyi/m595/overview,"Sarasota, FL, USA","Minsk, Belarus",1977-07-06,1996.0,93.0,One-Handed Backhand,,,,,,,,,,R,BLR
Michael Berrer,51,36,14,13,6,7,5,3,193,107,92,592,0.32221497138572325,0.3262849020912776,0.3119622664700099,81,26,36.0,http://www.atpworldtour.com/en/players/michael-berrer/b678/overview,"Stuttgart, Germany","Stuttgart, Germany",1980-07-01,1999.0,100.0,One-Handed Backhand,,,,,,,,,,L,GER
Michael Llodra,49,36,15,13,8,6,4,3,190,99,63,835,0.4118431753493672,0.4055874466903879,0.3604611869317751,79,26,33.4,http://www.atpworldtour.com/en/players/michael-llodra/l428/overview,"Bordeaux, France","Paris, France",1980-05-18,1999.0,80.0,One-Handed Backhand,Michael Llodra,4.0,,,,,,1.0,3.0,L,FRA
Michael Russell,49,33,13,12,2,8,4,3,173,107,98,543,0.32129484444735484,0.2775398604692936,0.38258341933264534,78,24,36.2,http://www.atpworldtour.com/en/players/michael-russell/r368/overview,"Houston, TX, USA","Detroit, MI, USA",1978-05-01,1998.0,70.0,Two-Handed Backhand,,,,,,,,,,R,USA
Michal Przysiezny,50,36,17,13,7,8,5,4,185,110,149,481,0.22683201058201052,0.24549999999999997,0.12902777777777774,87,28,31.6,http://www.atpworldtour.com/en/players/michal-przysiezny/p701/overview,"Wroclaw, Poland","Glogow, Poland",1984-02-16,2001.0,84.0,,,,,,,,,,,R,POL
Mikael Ymer,53,35,13,12,2,9,5,3,183,118,139,621,0.4287827864592356,0.2946169038334937,0.5279043230195304,82,25,24.3,http://www.atpworldtour.com/en/players/mikael-ymer/y268/overview,"Stockholm, Sweden","Skövde, Sweden",1998-09-09,2015.0,75.0,Two-Handed Backhand,,,,,,,,,,R,SWE
Mikhail Kukushkin,50,33,16,12,3,8,5,2,183,113,81,713,0.38881939699041124,0.4028165895142246,0.08272334834834835,83,26,34.7,http://www.atpworldtour.com/en/players/mikhail-kukushkin/k926/overview,"Astana, Kazakhstan","Volgograd, Russia",1987-12-26,2006.0,72.0,Two-Handed Backhand,Mikhail Kukushkin,1.0,,,,,,,1.0,R,KAZ
Mikhail Youzhny,50,35,16,13,4,7,4,3,183,115,36,1354,0.5065889545105147,0.53125464061215,0.19716078030199063,82,26,36.2,http://www.atpworldtour.com/en/players/mikhail-youzhny/y061/overview,"Moscow, Russia","Moscow, Russia",1982-06-25,1999.0,73.0,One-Handed Backhand,Mikhail Youzhny,8.0,,,,,2.0,,6.0,R,RUS
Milos Raonic,51,41,16,13,15,4,3,3,196,110,23,2601,0.655379893113362,0.658491788491536,0.6737543869742824,80,27,30.2,http://www.atpworldtour.com/en/players/milos-raonic/r975/overview,"Monte Carlo, Monaco","Podgorica, Montenegro",1990-12-27,2008.0,98.0,Two-Handed Backhand,Milos Raonic,8.0,,,,,,,8.0,R,CAN
Miomir Kecmanovic,49,34,16,12,4,7,5,2,183,109,55,1066,0.47105579605579606,0.4495915032679738,0.5428932178932179,80,25,23.3,,,,,,,,,,,,,,,,,R,SRB
Mischa Zverev,50,35,14,12,5,8,5,2,190,101,100,733,0.3779670158160808,0.37254034768217675,0.2981516581516581,79,25,31.8,http://www.atpworldtour.com/en/players/mischa-zverev/z168/overview,"Monte Carlo, Monaco","Moscow, Russia",1987-08-22,2005.0,88.0,Two-Handed Backhand,Mischa Zverev,1.0,,,,,,1.0,,L,GER
Nick Kyrgios,56,44,16,14,15,5,3,4,193,110,44,1372,0.6170072328009384,0.6196911006043121,0.6951614137086903,87,29,27.3,http://www.atpworldtour.com/en/players/nick-kyrgios/ke17/overview,"Canberra, AUS / Nassau, BAH","Canberra, Australia",1995-04-27,2013.0,85.0,Two-Handed Backhand,Nick Kyrgios,7.0,,,,,,,7.0,R,AUS
Nicolas Almagro,48,35,18,13,8,6,4,3,183,109,35,1553,0.5630851513039501,0.5785926114769313,0.3352822759092712,81,26,32.0,http://www.atpworldtour.com/en/players/nicolas-almagro/a479/overview,"Murcia, Spain","Murcia, Spain",1985-08-21,2003.0,86.0,One-Handed Backhand,Nicolas Almagro,12.0,,,,,12.0,,,R,ESP
Nicolas Jarry,54,40,16,13,10,7,4,3,198,113,124,692,0.4044338417073724,0.38303244006798076,0.3182169686257181,86,27,27.0,http://www.atpworldtour.com/en/players/nicolas-jarry/j551/overview,"Santiago, Chile","Santiago, Chile",1995-10-11,2014.0,87.0,Two-Handed Backhand,,,,,,,,,,R,CHI
Nicolas Kiefer,44,32,19,13,8,7,4,3,183,118,66,944,0.5221797839506173,0.544582982603816,0.3917403198653199,81,26,32.8,http://www.atpworldtour.com/en/players/nicolas-kiefer/k316/overview,"Sievershausen, Germany","Holzminden, Germany",1977-07-05,1995.0,80.0,Two-Handed Backhand,,,,,,,,,,R,GER
Nicolas Lapentti,50,34,15,13,4,8,5,2,188,125,99,521,0.35146533456853224,0.3403349543389988,0.20111459743242685,83,27,33.7,http://www.atpworldtour.com/en/players/nicolas-lapentti/l290/overview,"Guayaquil/Miami, Florida, USA","Guayaquil, Ecuador",1976-08-13,1995.0,86.0,Two-Handed Backhand,,,,,,,,,,R,ECU
Nicolas Mahut,50,37,16,13,7,7,4,3,190,109,83,658,0.4280820607132668,0.42542975899501406,0.48085970079232687,82,26,37.4,http://www.atpworldtour.com/en/players/nicolas-mahut/m873/overview,"Boulogne-Billancourt, France","Angers, France",1982-01-21,2000.0,80.0,One-Handed Backhand,Nicolas Mahut,4.0,,,,,,4.0,,R,FRA
Nicolas Massu,49,34,16,12,4,8,5,3,183,122,64,747,0.386568648428231,0.3786614945151531,0.10355162855162856,82,26,30.4,http://www.atpworldtour.com/en/players/nicolas-massu/m655/overview,"Vina del Mar, Chile","Vina del Mar, Chile",1979-10-10,1997.0,80.0,Two-Handed Backhand,Nicolas Massu,1.0,,,,,1.0,,,R,CHI
Nikolay Davydenko,50,35,13,12,3,7,4,3,178,108,17,2390,0.6157566678308282,0.6429788102503897,0.4171985001530456,76,25,32.9,http://www.atpworldtour.com/en/players/nikolay-davydenko/d402/overview,"Moscow, Russia","Severodonezk, Ukraine",1981-06-02,1999.0,70.0,Two-Handed Backhand,Nikolay Davydenko,13.0,1.0,,3.0,2.0,8.0,,7.0,R,RUS
Nikoloz Basilashvili,50,33,16,13,4,8,5,4,185,106,54,1225,0.4054016028066917,0.4150099637037127,0.24271148151540126,83,26,30.8,http://www.atpworldtour.com/en/players/nikoloz-basilashvili/bg23/overview,"Tbilisi, Georgia","Tbilisi, Georgia",1992-02-23,2008.0,79.0,Two-Handed Backhand,Nikoloz Basilashvili,5.0,,,,,3.0,,2.0,R,GEO
Novak Djokovic,51,38,15,13,6,5,3,2,188,118,6,9102,0.827320964670011,0.8184124212683936,0.9106935077204327,79,26,35.6,http://www.atpworldtour.com/en/players/novak-djokovic/d643/overview,"Monte Carlo, Monaco","Belgrade, Serbia",1987-05-22,2003.0,77.0,Two-Handed Backhand,Novak Djokovic,27.0,5.0,22.0,38.0,,17.0,8.0,67.0,R,SRB
Olivier Rochus,48,32,15,12,2,8,5,3,168,106,58,772,0.4134257903542616,0.4194048095563247,0.21673634336677813,78,25,32.1,http://www.atpworldtour.com/en/players/olivier-rochus/r397/overview,"Dion-Valmont, Belgium","Namur, Belgium",1981-01-18,1999.0,65.0,One-Handed Backhand,Olivier Rochus,1.0,,,,,1.0,,,R,BEL
Oscar Hernandez,48,31,13,12,3,8,5,3,180,107,80,647,0.30935374149659856,0.29839594928880636,0.2532924107142857,76,23,32.1,http://www.atpworldtour.com/en/players/oscar-hernandez/h472/overview,"Barcelona, Spain","Barcelona, Spain",1978-04-10,1998.0,70.0,One-Handed Backhand,,,,,,,,,,R,ESP
Pablo Andujar,50,32,14,12,2,8,5,3,180,114,73,821,0.375594608687421,0.37900915536454177,0.3521068704909454,79,25,36.6,http://www.atpworldtour.com/en/players/pablo-andujar/a596/overview,"Valencia, Spain","Cuenca, Spain",1986-01-23,2003.0,76.0,Two-Handed Backhand,Pablo Andujar,4.0,,,,,4.0,,,R,ESP
Pablo Carreno Busta,51,35,14,13,4,7,4,2,188,109,42,1551,0.515969559429249,0.4948199696582839,0.5935774547279817,80,25,31.4,http://www.atpworldtour.com/en/players/pablo-carreno-busta/cd85/overview,"Barcelona, Spain","Gijon, Spain",1991-07-12,2009.0,78.0,Two-Handed Backhand,Pablo Carreno Busta,6.0,,,1.0,,3.0,,4.0,R,ESP
Pablo Cuevas,47,34,16,12,6,7,4,3,180,106,65,1012,0.473967792792517,0.48809325494843564,0.37600417955816096,78,25,36.3,http://www.atpworldtour.com/en/players/pablo-cuevas/c882/overview,"Salto, Uruguay","Concordia, Argentina",1986-01-01,2004.0,80.0,One-Handed Backhand,Pablo Cuevas,5.0,,,,,5.0,,,R,URU
Paolo Lorenzi,46,32,16,12,4,8,5,3,183,113,69,799,0.3190402016307556,0.32344945178791584,0.2610085227272727,79,25,37.6,http://www.atpworldtour.com/en/players/paolo-lorenzi/l503/overview,"Siena, Italy","Rome, Italy",1981-12-15,2003.0,77.0,Two-Handed Backhand,Paolo Lorenzi,1.0,,,,,1.0,,,R,ITA
Paradorn Srichaphan,46,33,17,12,6,6,3,4,185,100,44,825,0.3645868183338909,0.3556547619047619,0.3392016045548655,79,26,27.5,http://www.atpworldtour.com/en/players/paradorn-srichaphan/s675/overview,"Bangkok, Thailand","Bangkok, Thailand",1979-06-14,1997.0,82.0,One-Handed Backhand,,,,,,,,,,R,THA
Paul Capdeville,49,33,14,12,4,8,4,3,190,102,123,450,0.2941773132815539,0.3200790558343364,0.2108774961597542,79,26,29.3,http://www.atpworldtour.com/en/players/paul-capdeville/c634/overview,"Vitacura, Chile","Santiago, Chile",1983-04-02,2002.0,78.0,Two-Handed Backhand,,,,,,,,,,R,CHI
Paul Henri Mathieu,47,33,19,13,5,7,4,3,185,114,66,846,0.4375935707639943,0.4447686393884861,0.23017294986397202,82,26,34.7,,,,,,,,Paul Henri Mathieu,2.0,,,,,2.0,,,R,FRA
Pedro Martinez,53,35,14,12,2,8,5,4,185,125,84,815,0.3608011606377619,0.27110566448801743,0.30616480922853473,84,25,25.4,http://www.atpworldtour.com/en/players/pedro-martinez/mo44/overview,Spain,"Alzira, Spain",1997-04-26,,70.0,Two-Handed Backhand,,,,,,,,,,R,ESP
Peter Gojowczyk,43,31,17,12,6,7,4,4,185,95,101,647,0.42389879019603366,0.4243050755655797,0.3687428675173773,78,25,32.9,http://www.atpworldtour.com/en/players/peter-gojowczyk/g967/overview,"Munich, Germany","Munich, Germany",1989-07-15,2006.0,83.0,Two-Handed Backhand,Peter Gojowczyk,1.0,,,,,,,1.0,R,GER
Peter Luczak,52,36,16,13,5,8,5,3,183,114,113,462,0.23205544826865074,0.25134165269758485,0.12786831812255542,85,27,31.8,http://www.atpworldtour.com/en/players/peter-luczak/l515/overview,"Melbourne, Australia","Warsaw, Poland",1979-08-31,2000.0,77.0,Two-Handed Backhand,,,,,,,,,,R,AUS
Philipp Kohlschreiber,48,34,17,12,6,6,4,2,178,107,39,1191,0.5242441693717216,0.5283259547162507,0.3474205611612674,79,26,38.2,http://www.atpworldtour.com/en/players/philipp-kohlschreiber/k435/overview,"Kitzbuehel, Austria","Augsburg, Germany",1983-10-16,2001.0,70.0,One-Handed Backhand,Philipp Kohlschreiber,7.0,,,,,6.0,,1.0,R,GER
Philipp Petzschner,48,35,19,13,8,7,4,3,185,109,78,777,0.4511441981302202,0.4726957166850063,0.08678733031674209,85,27,28.8,http://www.atpworldtour.com/en/players/philipp-petzschner/p624/overview,"Pulheim, Germany","Bayreuth, Germany",1984-03-24,2001.0,77.0,One-Handed Backhand,Philipp Petzschner,1.0,,,,,,,1.0,R,GER
Pierre Hugues Herbert,50,36,18,13,9,6,4,4,188,110,83,737,0.39887162490790495,0.4140541914120448,0.3783154121863799,84,27,31.1,,,,,,,,,,,,,,,,,R,FRA
Potito Starace,53,36,11,12,3,7,4,2,188,102,70,730,0.3976064637522971,0.3846076146076146,0.08363858363858363,77,24,32.6,http://www.atpworldtour.com/en/players/potito-starace/s843/overview,"Cervinara, Italy","Benevento, Italy",1981-07-14,2001.0,84.0,Two-Handed Backhand,,,,,,,,,,R,ITA
Radek Stepanek,49,36,15,12,6,7,4,3,185,110,43,1219,0.5391754805113459,0.5528831395382097,0.43316847602387326,79,26,37.8,http://www.atpworldtour.com/en/players/radek-stepanek/s694/overview,"Monte-Carlo, Monaco","Karvina, Czech Republic",1978-11-27,1996.0,76.0,Two-Handed Backhand,Radek Stepanek,5.0,,,,,,,5.0,R,CZE
Radu Albot,52,35,15,13,3,8,4,3,175,115,89,719,0.35902325441211824,0.37406578899116205,0.3171078727981713,83,26,32.8,http://www.atpworldtour.com/en/players/radu-albot/a829/overview,"Chisinau, Moldova","Chisinau, Moldova",1989-11-11,2008.0,69.0,Two-Handed Backhand,Radu Albot,1.0,,,,,,,1.0,R,MDA
Rafael Nadal,51,37,14,12,3,5,3,2,185,121,3,7553,0.8270456312253219,0.8323609882881291,0.7337172479611314,76,25,36.4,http://www.atpworldtour.com/en/players/rafael-nadal/n409/overview,"Manacor, Mallorca, Spain","Manacor, Mallorca, Spain",1986-06-03,2001.0,85.0,Two-Handed Backhand,Rafael Nadal,32.0,,21.0,33.0,,60.0,4.0,22.0,L,ESP
Rainer Schuettler,48,33,16,12,3,8,5,3,180,108,76,777,0.33784703343436817,0.3426183438565994,0.2588475517134427,81,25,35.1,http://www.atpworldtour.com/en/players/rainer-schuettler/s636/overview,"Altstaetten, Switzerland","Korbach, Germany",1976-04-25,1995.0,75.0,Two-Handed Backhand,,,,,,,,,,R,GER
Rajeev Ram,52,37,16,13,8,7,4,3,193,105,128,480,0.3166166353971232,0.2850464396284829,0.311342383107089,86,27,32.2,http://www.atpworldtour.com/en/players/rajeev-ram/r548/overview,"Carmel, IN, USA","Denver, CO, USA",1984-03-18,2004.0,82.0,One-Handed Backhand,Rajeev Ram,2.0,,,,,,2.0,,R,USA
Reilly Opelka,54,43,17,14,18,4,3,3,211,110,91,1257,0.4888228661164441,0.465212246978302,0.5259092398427261,85,28,24.6,http://www.atpworldtour.com/en/players/reilly-opelka/o522/overview,"Palm Coast, FL, USA","St. Joseph, MI, USA",1997-08-28,2015.0,100.0,Two-Handed Backhand,Reilly Opelka,2.0,,,,,1.0,,1.0,R,USA
Ricardas Berankis,49,35,19,13,5,7,4,3,175,111,102,602,0.38746910974951365,0.3899590053574845,0.38850999336932834,85,27,32.0,http://www.atpworldtour.com/en/players/ricardas-berankis/be90/overview,"Vilnius, LTU/Bradenton, FL, US","Vilnius, Lithuania",1990-06-21,2007.0,70.0,Two-Handed Backhand,,,,,,,,,,R,LTU
Ricardo Mello,49,33,15,12,3,8,5,3,175,106,104,514,0.3108103197674419,0.29810855263157887,0.2016369047619047,81,26,31.1,http://www.atpworldtour.com/en/players/ricardo-mello/m708/overview,"Campinas, Brazil","Campinas, Brazil",1980-12-21,1999.0,73.0,Two-Handed Backhand,,,,,,,,,,L,BRA
Richard Gasquet,48,35,16,12,5,6,3,2,185,105,28,1660,0.5956953797827857,0.5940161668563408,0.5899519583562649,77,25,36.5,http://www.atpworldtour.com/en/players/richard-gasquet/g628/overview,"Neuchatel, Switzerland","Beziers, France",1986-06-18,2002.0,75.0,One-Handed Backhand,Richard Gasquet,15.0,,,,1.0,3.0,3.0,8.0,R,FRA
Robby Ginepri,51,36,15,13,5,7,4,2,183,101,97,671,0.41612558321011106,0.41242496998799516,0.29670868347338936,83,26,31.8,http://www.atpworldtour.com/en/players/robby-ginepri/g569/overview,"Kennesaw, GA, USA","Fort Lauderdale, FL, USA",1982-10-07,2001.0,79.0,Two-Handed Backhand,Robby Ginepri,1.0,,,,,,,1.0,R,USA
Roberto Bautista Agut,52,37,15,13,3,7,4,2,183,112,26,1823,0.6041239378824564,0.6142718964958098,0.5430650124582335,80,26,34.7,http://www.atpworldtour.com/en/players/roberto-bautista-agut/bd06/overview,"Castellon de la Plana, Spain","Castellon de la Plana, Spain",1988-04-14,2005.0,76.0,Two-Handed Backhand,Roberto Bautista Agut,10.0,,,,,1.0,1.0,8.0,R,ESP
Roberto Carballes Baena,48,33,14,12,3,8,4,3,183,116,99,666,0.3275010617189801,0.3501713886590011,0.29042919799498745,79,25,28.4,http://www.atpworldtour.com/en/players/roberto-carballes-baena/cf59/overview,"Granada, Spain","Tenerife, Spain",1993-03-23,2011.0,76.0,Two-Handed Backhand,Roberto Carballes Baena,1.0,,,,,1.0,,,R,ESP
Robin Haase,48,35,16,13,6,7,5,3,190,104,80,770,0.38779307965070003,0.39151160693573606,0.05095556228031377,81,26,35.1,http://www.atpworldtour.com/en/players/robin-haase/h756/overview,"Turnhout, Belgium","The Hague, The Netherlands",1987-04-06,2005.0,71.0,Two-Handed Backhand,Robin Haase,2.0,,,,,2.0,,,R,NED
Robin Soderling,47,36,16,12,9,6,4,3,193,100,24,2559,0.6468462180393056,0.5738957680250785,0.7619784099279449,78,25,26.9,http://www.atpworldtour.com/en/players/robin-soderling/sa49/overview,"Monte Carlo, Monaco","Tibro, Sweden",1984-08-14,2001.0,87.0,Two-Handed Backhand,Robin Soderling,8.0,,,1.0,2.0,3.0,,4.0,R,SWE
Roger Federer,50,39,17,13,8,4,3,2,185,106,3,7692,0.844974500355477,0.8413841281776564,0.5390591159034033,79,27,38.4,http://www.atpworldtour.com/en/players/roger-federer/f324/overview,Switzerland,"Basel, Switzerland",1981-08-08,1998.0,85.0,One-Handed Backhand,Roger Federer,35.0,4.0,15.0,24.0,1.0,6.0,15.0,56.0,R,SUI
Ruben Ramirez Hidalgo,44,29,16,12,3,9,5,4,183,110,97,546,0.30105521740860086,0.2990566612609956,0.35316624895572263,80,24,36.0,http://www.atpworldtour.com/en/players/ruben-ramirez-hidalgo/r383/overview,"Alicante, Spain","Alicante, Spain",1978-01-06,1998.0,74.0,Two-Handed Backhand,,,,,,,,,,R,ESP
Ryan Harrison,49,36,16,13,7,7,5,4,183,108,107,637,0.4104529401269582,0.4117830347977251,0.27703015168331485,82,26,27.7,http://www.atpworldtour.com/en/players/ryan-harrison/h940/overview,"Austin, TX, USA","Shreveport, LA, USA",1992-05-07,2007.0,84.0,Two-Handed Backhand,Ryan Harrison,1.0,,,,,,,1.0,R,USA
Sam Querrey,49,38,17,13,12,6,3,3,198,101,50,1167,0.5172226199662224,0.5296448932667221,0.06593336954553686,82,27,33.6,http://www.atpworldtour.com/en/players/sam-querrey/q927/overview,"Santa Monica, CA, USA","San Francisco, CA, USA",1987-10-07,2006.0,95.0,Two-Handed Backhand,Sam Querrey,9.0,,,,,1.0,1.0,7.0,R,USA
Santiago Giraldo,49,34,15,12,4,7,4,2,188,105,76,773,0.38813651824648715,0.3999623365883167,0.13014981273408238,80,26,31.9,http://www.atpworldtour.com/en/players/santiago-giraldo/g725/overview,"Pereira, Colombia","Pereira, Colombia",1987-11-27,2004.0,75.0,Two-Handed Backhand,,,,,,,,,,R,COL
Sebastian Korda,51,37,15,12,6,7,4,2,196,113,65,1069,0.6060223856325806,0.34811165845648606,0.6411014836969271,80,25,22.2,,,,,,,,Sebastian Korda,1.0,,,,,1.0,,,R,USA
Sebastien Grosjean,50,36,20,14,6,7,4,2,175,121,63,904,0.4903099716529853,0.5223749007992744,0.3809624697336561,88,28,30.1,http://www.atpworldtour.com/en/players/sebastien-grosjean/g379/overview,"Boca Raton, Florida, USA","Marseille, France",1978-05-29,1996.0,73.0,Two-Handed Backhand,Sebastien Grosjean,1.0,,,,1.0,,,,R,FRA
Sergiy Stakhovsky,51,36,15,13,6,7,4,3,193,107,85,706,0.36670241576546747,0.3643262712394356,0.12115293560606061,82,27,33.1,http://www.atpworldtour.com/en/players/sergiy-stakhovsky/sc77/overview,"Kharkov, Ukraine","Kiev, Ukraine",1986-01-06,2003.0,80.0,One-Handed Backhand,Sergiy Stakhovsky,4.0,,,,,,1.0,3.0,R,UKR
Simon Greul,45,30,16,12,3,8,5,4,185,101,80,619,0.3087706548347613,0.2288781163434903,0.39400584795321636,79,24,29.2,http://www.atpworldtour.com/en/players/simon-greul/g511/overview,"Stuttgart, Germany","Stuttgart, Germany",1981-04-13,2000.0,80.0,,,,,,,,,,,R,GER
Simone Bolelli,52,37,15,13,4,7,4,2,183,112,83,717,0.3847510425548574,0.38470895840303565,0.37126886984904117,82,27,32.0,http://www.atpworldtour.com/en/players/simone-bolelli/ba98/overview,"Monte Carlo, Monaco","Bologna, Italy",1985-10-08,2003.0,83.0,One-Handed Backhand,,,,,,,,,,R,ITA
Somdev Devvarman,45,31,15,11,4,7,4,2,180,103,174,448,0.3587952898550725,0.36763709361535446,0.22927536231884058,75,24,29.8,http://www.atpworldtour.com/en/players/somdev-devvarman/d616/overview,"Charlottesville,VA, U.S.A.","Assam, India",1985-02-13,2008.0,73.0,Two-Handed Backhand,,,,,,,,,,R,IND
Soon Woo Kwon,44,31,14,12,5,6,3,3,180,104,80,796,0.44358100915477966,0.30265386787125914,0.5272727272727273,74,24,24.6,http://www.atpworldtour.com/en/players/soon-woo-kwon/kf17/overview,"Seoul, South Korea","Sangju, South Korea",1997-12-02,2015.0,72.0,Two-Handed Backhand,Soon Woo Kwon,2.0,,,,,,,2.0,R,KOR
Stan Wawrinka,52,38,20,14,8,7,4,3,183,120,29,2738,0.6158937929024793,0.6130009813894627,0.35209378715514983,88,29,37.2,http://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,"St. Barthelemy, Switzerland","Lausanne, Switzerland",1985-03-28,2002.0,81.0,One-Handed Backhand,Stan Wawrinka,11.0,,3.0,1.0,,6.0,,9.0,R,SUI
Stefan Koubek,47,32,16,12,4,9,5,3,175,98,119,445,0.37025374385865456,0.3145181405895691,0.200609410430839,81,25,33.2,http://www.atpworldtour.com/en/players/stefan-koubek/k310/overview,"Vienna, Austria","Klagenfurt, Austria",1977-01-02,1994.0,68.0,,,,,,,,,,,L,AUT
Stefanos Tsitsipas,53,40,17,14,8,5,3,2,193,121,13,4734,0.6684771956610507,0.6157858083088026,0.7334713000214423,83,28,24.2,http://www.atpworldtour.com/en/players/stefanos-tsitsipas/te51/overview,"Athens, Greece","Athens, Greece",1998-08-12,2016.0,83.0,One-Handed Backhand,Stefanos Tsitsipas,6.0,2.0,,2.0,,4.0,1.0,5.0,R,GRE
Stephane Robert,44,30,17,13,4,9,5,5,185,101,115,573,0.26078845397027217,0.23686346548188653,0.13400587507730363,83,26,37.0,http://www.atpworldtour.com/en/players/stephane-robert/r612/overview,"Valletta, Malta","Montargis, France",1980-05-17,2001.0,77.0,Two-Handed Backhand,,,,,,,,,,R,FRA
Steve Darcis,50,35,16,13,5,7,4,2,178,108,92,670,0.4433741421976716,0.4409421577939202,0.2467032967032967,82,27,33.2,http://www.atpworldtour.com/en/players/steve-darcis/d632/overview,"Anthisnes, Belgium","Liege, Belgium",1984-03-13,2003.0,77.0,One-Handed Backhand,Steve Darcis,1.0,,,,,,,1.0,R,BEL
Steve Johnson,50,37,19,13,8,6,4,3,188,111,68,970,0.46576605309064273,0.4810514802416777,0.3662886084628445,85,27,32.6,http://www.atpworldtour.com/en/players/steve-johnson/j386/overview,"Redondo Beach, CA, USA","Orange, CA, USA",1989-12-24,2012.0,86.0,Two-Handed Backhand,Steve Johnson,3.0,,,,,2.0,1.0,,R,USA
Taro Daniel,48,34,14,12,3,8,5,3,191,114,113,559,0.3156336960842775,0.30617328811369504,0.39200062292358806,80,25,29.6,http://www.atpworldtour.com/en/players/taro-daniel/da81/overview,"Valencia, Spain","New York, NY, USA",1993-01-27,2010.0,76.0,Two-Handed Backhand,Taro Daniel,1.0,,,,,1.0,,,R,JPN
Tatsuma Ito,47,29,21,13,4,11,7,3,180,105,118,485,0.2570276644569097,0.27126999448428024,0.0,86,26,27.3,http://www.atpworldtour.com/en/players/tatsuma-ito/i230/overview,"Tokyo, Japan","Mie, Japan",1988-05-18,2006.0,75.0,Two-Handed Backhand,,,,,,,,,,R,JPN
Taylor Dent,46,36,18,13,8,5,3,6,188,99,142,694,0.4374864266168614,0.5175167574361123,0.35146809712027105,82,26,29.3,http://www.atpworldtour.com/en/players/taylor-dent/d362/overview,"Bradenton, FL, USA","Newport Beach, CA, USA",1981-04-24,1998.0,88.0,One-Handed Backhand,,,,,,,,,,R,USA
Taylor Fritz,48,35,16,12,9,5,3,2,193,104,56,1400,0.5176443053906156,0.43125609450851826,0.6799325722631068,79,25,24.9,http://www.atpworldtour.com/en/players/taylor-fritz/fb98/overview,"Palos Verdes, CA, USA","Rancho Santa Fe, CA, USA",1997-10-28,2015.0,84.0,Two-Handed Backhand,Taylor Fritz,3.0,,,1.0,,,1.0,3.0,R,USA
Tennys Sandgren,57,40,22,15,9,6,4,4,188,131,72,845,0.3539633009789167,0.3936147539496834,0.2575354609929078,96,30,30.2,http://www.atpworldtour.com/en/players/tennys-sandgren/sl08/overview,"Gallatin, TN, USA","Gallatin, TN, USA",1991-07-22,2011.0,87.0,Two-Handed Backhand,Tennys Sandgren,1.0,,,,,,,1.0,R,USA
Teymuraz Gabashvili,47,32,17,12,5,9,5,5,188,110,90,626,0.33638318943846324,0.34160615926723004,0.017904509283819627,82,26,32.0,http://www.atpworldtour.com/en/players/teymuraz-gabashvili/g681/overview,"Moscow, Russia","Tbilisi, Georgia",1985-05-23,2001.0,83.0,Two-Handed Backhand,,,,,,,,,,R,RUS
